Defense.defTD,Defense.defensiveInterceptions,Defense.defensiveInterceptionsYards,Defense.forcedFumbles,Defense.fumbles,Defense.fumblesLost,Defense.fumblesRecovered,Defense.interceptionTDs,Defense.passDeflections,Defense.qbHits,Defense.sacks,Defense.soloTackles,Defense.tfl,Defense.totalTackles,Kicking.kickReturnAvg,Kicking.kickReturnLong,Kicking.kickReturnTD,Kicking.kickReturnYds,Kicking.kickReturns,Passing.int,Passing.passAttempts,Passing.passAvg,Passing.passCompletions,Passing.passTD,Passing.passYds,Passing.qbr,Passing.rtg,Passing.sacked,Punting.puntReturnAvg,Punting.puntReturnLong,Punting.puntReturnTD,Punting.puntReturnYds,Punting.puntReturns,Receiving.longRec,Receiving.recAvg,Receiving.recTD,Receiving.recYds,Receiving.receivingTwoPointConversion,Receiving.receptions,Receiving.targets,Rushing.carries,Rushing.longRush,Rushing.rushAvg,Rushing.rushTD,Rushing.rushYds,SpecialTeams.kickReturnAvg,SpecialTeams.kickReturnLong,SpecialTeams.kickReturnTD,SpecialTeams.kickReturnYds,SpecialTeams.kickReturns,SpecialTeams.puntReturnAvg,SpecialTeams.puntReturnLong,SpecialTeams.puntReturnTD,SpecialTeams.puntReturnYds,SpecialTeams.puntReturns,cbsLongName,fantasyPoints,fantasyPointsDefault.PPR,fantasyPointsDefault.halfPPR,fantasyPointsDefault.standard,gameID,gameWeek,longName,playerAbv,playerID,playerName,scoringPlays,snapCounts.defSnap,snapCounts.defSnapPct,snapCounts.offSnap,snapCounts.offSnapPct,snapCounts.stSnap,snapCounts.stSnapPct,team,teamAbv,teamID
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10.0,0,10,,1,1,,,,,,,,,,,,,,,,,,2.0,1.5,1.0,20251130_ATL@NYJ,,Allen Lazard,,3128390,,,0,0.00,19,0.29,0,0.00,NYJ,NYJ,25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9.5,0,19,,2,3,,,,,,,,,,,,,,,,,,3.9,2.9,1.9,20251128_CHI@PHI,,Olamide Zaccheaus,,3917914,,,0,0.00,24,0.28,0,0.00,CHI,CHI,6
,0,,0,1,0,1,,,,,,,,25.0,25,0,25,1,,,,,,,,,,4.5,5,0,9,2,30,30.0,0,30,,1,2,,,,,,,,,,,,,,,,,,4.0,3.5,3.0,20250808_CLE@CAR,,Luke Floriea,,4566157,,,,,,,,,CLE,CLE,8
,,,,,,,,,,,,,,21.0,21,0,21,1,,,,,,,,,,0.0,0,0,0,2,3,3.0,0,3,,1,1,,,,,,,,,,,,,,,,,,1.3,0.8,0.3,20250823_LV@ARI,,Tommy Mellott,,4775196,,,,,,,,,LV,LV,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20251123_PHI@DAL,,Jonathan Mingo,,4426485,,,0,0.00,3,0.04,0,0.00,DAL,DAL,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6.5,0,13,,2,3,,,,,,,,,,,,,,,,,,3.3,2.3,1.3,20250823_IND@CIN,,Jordan Moore,,4594444,,,,,,,,,CIN,CIN,7
,,,,,,,,,,,,,,24.5,33,0,98,4,,,,,,,,,,13.0,13,0,13,1,15,8.5,0,34,,4,5,,,,,,,,,,,,,,,,,,7.4,5.4,3.4,20250822_CHI@KC,,Maurice Alexander,,3914307,,,,,,,,,CHI,CHI,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,,0,1,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20230820_NO@LAC,,Milton Wright,,4426504,,,,,,,,,LAC,LAC,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,13.0,0,52,,4,9,,,,,,,,,,,,,,,,,,9.2,7.2,5.2,20230825_DET@CAR,,Gary Jennings,,3916071,,,,,,,,,CAR,CAR,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11.0,0,11,,1,1,,,,,,,,,,,,,,,,,,2.1,1.6,1.1,20250817_BUF@CHI,,Stephen Gosnell,,4432215,,,,,,,,,BUF,BUF,4
,0,,0,1,0,0,,,,,,,,28.5,35,0,114,4,,,,,,,,,,,,,,,38,12.8,0,64,,5,7,2,-1,-1.5,0,-3,,,,,,,,,,,,,11.1,8.6,6.1,20251130_DEN@WSH,,Deebo Samuel,,3126486,,,0,0.00,63,0.70,7,0.24,WSH,WSH,32
0,0,,0,,,,,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20251012_DET@KC,,Jason Brownlee,,4689988,,,0,0.00,0,0.00,6,0.27,KC,KC,16
,0,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,39,14.7,0,88,1,6,13,,,,,,,,,,,,,,,,,,16.8,13.8,10.8,20251127_KC@DAL,,George Pickens,,4426354,,"[{""score"": ""Javonte Williams 3 Yd pass from Dak Prescott (Dak Prescott Pass to George Pickens for Two-Point Conversion)"", ""scorePeriod"": ""Q4"", ""homeScore"": ""28"", ""awayScore"": ""21"", ""teamID"": ""9"", ""scoreDetails"": ""8 plays, 68 yards, 3:36"", ""scoreType"": ""TD"", ""scoreTime"": ""11:15"", ""team"": ""DAL"", ""playerIDs"": [""2577417"", ""4361579"", ""4426354""]}]",0,0.00,53,0.74,0,0.00,DAL,DAL,9
0,0,,0,,,,,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,19,13.0,0,26,,2,2,,,,,,,,,,,,,,,,,,4.6,3.6,2.6,20240824_LAC@DAL,,Racey McMath,,4242231,,,,,,,,,DAL,DAL,9
0,0,,0,,,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20220812_CLE@JAX,,Travell Harris,T. Harris,4245146,Travell Harris,,,,,,,,CLE,CLE,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20251109_LAR@SF,,Jordan Watkins,,4431466,,,0,0.00,3,0.05,0,0.00,SF,SF,28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,12.3,0,37,,3,4,,,,,,,,,,,,,,,,,,6.7,5.2,3.7,20250822_CHI@KC,,Tyler Scott,,4565908,,,,,,,,,CHI,CHI,6
0,0,,0,0,0,1,,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,,0,2,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20250731_LAC@DET,,Dez Fitzpatrick,,4036026,,,,,,,,,LAC,LAC,18
,0,,0,1,0,1,,,,,,,,22.0,22,0,22,1,,,,,,,,,,9.0,9,0,9,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20251128_CHI@PHI,,Britain Covey,,3926231,,,0,0.00,0,0.00,8,0.33,PHI,PHI,27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5.5,0,11,,2,3,,,,,,,,,,,,,,,,,,3.1,2.1,1.1,20250821_NE@NYG,,Phil Lutz,,5153868,,,,,,,,,NE,NE,22
0,0,,0,,,,,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20251130_LAR@CAR,,Konata Mumpfield,,4710855,,,0,0.00,20,0.38,2,0.08,LAR,LAR,19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20251116_CAR@ATL,,Casey Washington,,4428796,,,0,0.00,3,0.05,0,0.00,ATL,ATL,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7.0,0,14,,2,6,,,,,,,,,,,,,,,,,,3.4,2.4,1.4,20250822_PHI@NYJ,,Elijah Cooks,,4241588,,,,,,,,,PHI,PHI,27
0,0,,0,,,,,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,,0,1,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20240824_PIT@DET,,Daurice Fountain,,3120659,,,,,,,,,DET,DET,11
0,0,,,,,,,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,7,7.0,0,7,,1,4,,,,,,,,,,,,,,,,,,1.7,1.2,0.7,20230825_DET@CAR,,Javon Wims,,4035019,,,,,,,,,CAR,CAR,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20231231_TEN@HOU,,Colton Dowell,,4250945,,,0,0.00,2,0.04,10,0.42,TEN,TEN,31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,10.5,0,42,,4,8,,,,,,,,,,,,,,,,,,8.2,6.2,4.2,20251130_ARI@TB,,Emeka Egbuka,,4567750,,,0,0.00,52,0.85,0,0.00,TB,TB,30
,,,,,,,,,,,,,,25.5,33,0,102,4,,,,,,,,,,11.0,11,0,11,1,0,0.0,0,0,,0,2,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20240825_NE@WSH,,David Wallis,,5215032,,,,,,,,,NE,NE,22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20251019_LV@KC,,Jalen Royals,,5082630,,,0,0.00,16,0.20,11,0.52,KC,KC,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4,0,4,1,13,8.7,0,26,,3,3,,,,,,,,,,,,,,,,,,5.6,4.1,2.6,20250821_NE@NYG,,Montrell Washington,,4248822,,,,,,,,,NYG,NYG,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,12.0,0,72,,6,9,,,,,,,,,,,,,,,,,,13.2,10.2,7.2,20251130_LAR@CAR,,Puka Nacua,,4426515,,,0,0.00,38,0.73,0,0.00,LAR,LAR,19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,20.5,1,41,1,2,3,,,,,,,,,,,,,,,,,,14.1,13.1,12.1,20251201_NYG@NE,,Darius Slayton,,3916945,,"[{""score"": ""Darius Slayton 30 Yd pass from Jaxson Dart (Younghoe Koo Kick)"", ""scorePeriod"": ""Q2"", ""homeScore"": ""17"", ""awayScore"": ""7"", ""teamID"": ""24"", ""scoreDetails"": ""6 plays, 62 yards, 3:14"", ""scoreType"": ""TD"", ""scoreTime"": ""12:46"", ""team"": ""NYG"", ""playerIDs"": [""4689114"", ""3916945"", ""3049899""]}, {""score"": ""Devin Singletary 22 Yd Rush (Jaxson Dart Pass to Darius Slayton for Two-Point Conversion)"", ""scorePeriod"": ""Q4"", ""homeScore"": ""30"", ""awayScore"": ""15"", ""teamID"": ""24"", ""scoreDetails"": ""9 plays, 65 yards, 4:15"", ""scoreType"": ""TD"", ""scoreTime"": ""14:54"", ""team"": ""NYG"", ""playerIDs"": [""4689114"", ""4040761"", ""3916945""]}]",0,0.00,42,0.76,0,0.00,NYG,NYG,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,0,2,,1,2,,,,,,,,,,,,,,,,,,1.2,0.7,0.2,20220826_SEA@DAL,,Kevin Kassis,K. Kassis,4047518,Kevin Kassis,,,,,,,,SEA,SEA,29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8.3,0,33,,4,4,,,,,,,,,,,,,,,,,,7.3,5.3,3.3,20250126_BUF@KC,,Amari Cooper,,2976499,,,0,0.00,32,0.44,0,0.00,BUF,BUF,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7.0,0,7,,1,4,,,,,,,,,,,,,,,,,,1.7,1.2,0.7,20250810_MIA@CHI,,John Jackson,,4569510,,,,,,,,,CHI,CHI,6
,0,,0,1,0,0,,,,,,,,20.0,20,0,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20,0,20,1,,,,,,,,0.0,0.0,0.0,20220813_MIA@TB,,DeVonte Dedmon,D. Dedmon,3120878,DeVonte Dedmon,,,,,,,,MIA,MIA,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,,0,1,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20250816_CLE@PHI,,Cade McDonald,,4569507,,,,,,,,,CLE,CLE,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,0,2,,1,1,,,,,,,,,,,,,,,,,,1.2,0.7,0.2,20240824_LAC@DAL,,Isaiah Wooden,,4576845,,,,,,,,,LAC,LAC,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,,0,1,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20250823_DEN@NO,,A.T. Perry,,4362019,,,,,,,,,DEN,DEN,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,,0,1,1,6,6.0,0,6,,,,,,,,,,,,,0.6,0.6,0.6,20251130_SF@CLE,,Demarcus Robinson,,3043116,,,0,0.00,29,0.43,0,0.00,SF,SF,28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,,0,1,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20251123_MIN@GB,,Adam Thielen,,16460,,,0,0.00,3,0.07,0,0.00,MIN,MIN,21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9,0,9,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20251127_CIN@BAL,,Charlie Jones,,4257188,,,0,0.00,3,0.04,6,0.22,CIN,CIN,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0,0,1,11,9.0,0,18,,2,5,,,,,,,,,,,,,,,,,,3.8,2.8,1.8,20230827_HOU@NO,,Adam Humphries,,2576491,,,,,,,,,HOU,HOU,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20250928_CAR@NE,,Dalevon Campbell,,4569372,,,0,0.00,9,0.13,6,0.21,CAR,CAR,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,,0,1,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20230818_CIN@ATL,,Penny Hart,,3917546,,,,,,,,,ATL,ATL,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,30.0,0,60,,2,2,,,,,,,,,,,,,,,,,,8.0,7.0,6.0,20230826_SEA@GB,,Jadakis Bonds,,4384952,,,,,,,,,GB,GB,12
,,,,,,,,,,,,,,27.0,32,0,81,3,,,,,,,,,,21.0,21,0,21,1,23,9.0,0,36,,4,4,,,,,,,,,,,,,,,,,,7.6,5.6,3.6,20251127_GB@DET,,Tom Kennedy,,3126997,,,0,0.00,41,0.65,8,0.33,DET,DET,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20250809_HOU@MIN,,Rondale Moore,,4372485,,,,,,,,,MIN,MIN,21
,0,,0,1,1,0,,,,,,,,25.0,25,0,25,1,,,,,,,,,,5.0,10,0,10,2,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,-1.0,-1.0,20250823_LAC@SF,,Junior Bergen,,4887918,,,,,,,,,SF,SF,28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,43.0,1,43,,1,2,,,,,,,,,,,,,,,,,,11.3,10.8,10.3,20251130_LAR@CAR,,Tetairoa McMillan,,4685472,,"[{""score"": ""Tetairoa McMillan 43 Yd pass from Bryce Young (Ryan Fitzgerald Kick)"", ""scorePeriod"": ""Q4"", ""homeScore"": ""31"", ""awayScore"": ""28"", ""teamID"": ""5"", ""scoreDetails"": ""6 plays, 65 yards, 3:24"", ""scoreType"": ""TD"", ""scoreTime"": ""6:34"", ""team"": ""CAR"", ""playerIDs"": [""4685720"", ""4685472"", ""4568263""]}]",0,0.00,47,0.73,0,0.00,CAR,CAR,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,,0,1,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20250119_BAL@BUF,,Nelson Agholor,,2971618,,,0,0.00,26,0.44,0,0.00,BAL,BAL,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,14.0,0,42,,3,7,,,,,,,,,,,,,,,,,,7.2,5.7,4.2,20251130_DEN@WSH,,Pat Bryant,,4600981,,,0,0.00,49,0.70,0,0.00,DEN,DEN,10
,,,,,,,,,,,,,,20.0,21,0,40,2,,,,,,,,,,,,,,,38,23.0,1,46,,2,2,,,,,,,,,,,,,,,,,,12.6,11.6,10.6,20250816_LAC@LAR,,Mario Williams,,4431618,,"[{""score"": ""Mario Williams 38 Yd pass from Stetson Bennett IV (Joshua Karty Kick)"", ""scorePeriod"": ""Q3"", ""homeScore"": ""17"", ""awayScore"": ""15"", ""teamID"": ""19"", ""scoreDetails"": ""6 plays, 82 yards, 3:31"", ""scoreType"": ""TD"", ""scoreTime"": ""0:00"", ""team"": ""LAR"", ""playerIDs"": [""4259553"", ""4431618"", ""4566192""]}]",,,,,,,LAR,LAR,19
,,,,,,,,,,,,,,22.0,24,0,44,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20240822_IND@CIN,,Kwamie Lassiter II,,4035912,,,,,,,,,CIN,CIN,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,,0,1,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20251116_WSH@MIA,,Robbie Chosen,,2574808,,,0,0.00,24,0.36,0,0.00,WSH,WSH,32
,,,,,,,,,,,,,,19.7,22,0,59,3,,,,,,,,,,,,,,,20,20.0,0,20,,1,1,,,,,,,,,,,,,,,,,,3.0,2.5,2.0,20250823_DEN@NO,,Courtney Jackson,,4565172,,,,,,,,,DEN,DEN,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,15.0,1,90,,6,6,1,3,3.0,0,3,,,,,,,,,,,,,21.3,18.3,15.3,20251130_JAX@TEN,,Jakobi Meyers,,3916433,,"[{""score"": ""Jakobi Meyers 3 Yd pass from Trevor Lawrence (Cam Little Kick)"", ""scorePeriod"": ""Q1"", ""homeScore"": ""3"", ""awayScore"": ""7"", ""teamID"": ""15"", ""scoreDetails"": ""7 plays, 84 yards, 4:02"", ""scoreType"": ""TD"", ""scoreTime"": ""1:04"", ""team"": ""JAX"", ""playerIDs"": [""4360310"", ""3916433"", ""4686361""]}]",0,0.00,58,0.92,0,0.00,JAX,JAX,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10,0,10,1,22,12.0,1,24,,2,2,,,,,,,,,,,,,,,,,,10.4,9.4,8.4,20240823_MIA@TB,,Tanner Knue,,4363528,,"[{""score"": ""Tanner Knue 2 Yd pass from Kyle Trask (Chase McLaughlin Kick)"", ""scorePeriod"": ""Q4"", ""homeScore"": ""24"", ""awayScore"": ""14"", ""teamID"": ""30"", ""scoreDetails"": ""9 plays, 70 yards, 4:22"", ""scoreType"": ""TD"", ""scoreTime"": ""11:46"", ""team"": ""TB"", ""playerIDs"": [""4034946"", ""4363528"", ""3150744""]}]",,,,,,,TB,TB,30
0,0,,0,,,,,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,9,9.0,0,9,,1,2,,,,,,,,,,,,,,,,,,1.9,1.4,0.9,20220827_ARI@TEN,,JaVonta Payton,J. Payton,4568063,JaVonta Payton,,,,,,,,ARI,ARI,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6.5,0,13,,2,3,,,,,,,,,,,,,,,,,,3.3,2.3,1.3,20250823_BAL@WSH,,Michael Gallup,,4036348,,,,,,,,,WSH,WSH,32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,14.0,0,28,,2,3,,,,,,,,,,,,,,,,,,4.8,3.8,2.8,20250809_PIT@JAX,,Eli Pancol,,4430288,,,,,,,,,JAX,JAX,15
0,0,,0,,,,,0,0,0,1,0,1,40.0,40,0,40,1,,,,,,,,,,,,,,,48,48.0,0,48,,1,1,,,,,,,,,,,,,,,,,,5.8,5.3,4.8,20251123_IND@KC,,Ashton Dulin,,4061956,,,0,0.00,9,0.18,17,0.59,IND,IND,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,12.0,0,24,,2,2,,,,,,,,,,,,,,,,,,4.4,3.4,2.4,20240823_MIA@TB,,Anthony Schwartz,,4371986,,,,,,,,,MIA,MIA,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,17,0,17,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20250105_SEA@LAR,,Jaelon Darden,,4243830,,,0,0.00,0,0.00,2,0.07,SEA,SEA,29
0,0,,0,,,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20251123_SEA@TEN,,Jake Bobo,,4360405,,,0,0.00,5,0.10,16,0.62,SEA,SEA,29
,0,,0,1,1,0,,,,,,,,20.0,20,0,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,-1.0,-1.0,20250815_TEN@ATL,,TJ Sheffield,,4430470,,,,,,,,,TEN,TEN,31
0,0,,0,,,,,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20250105_LAC@LV,,Ramel Keyton,,4426399,,,0,0.00,1,0.02,16,0.55,LV,LV,17
,,,,,,,,,,,,,,25.0,25,0,25,1,,,,,,,,,,18.0,18,0,18,1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20241110_ATL@NO,,Jermaine Jackson,,4698301,,,0,0.00,1,0.02,7,0.26,NO,NO,23
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,7.2,0,36,,5,10,,,,,,,,,,,,,,,,,,8.6,6.1,3.6,20251130_MIN@SEA,,Jordan Addison,,4429205,,,0,0.00,48,0.92,0,0.00,MIN,MIN,21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,,0,2,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20240822_CHI@KC,,Kyle Sheets,,5209803,,,,,,,,,KC,KC,16
,0,,0,1,1,0,,,,,,,,21.2,27,0,106,5,,,,,,,,,,3.5,7,0,7,2,,,,,,,,,,,,,,,,,,3.5,7,0,7,2,,,-1.0,-1.0,-1.0,20221016_NE@CLE,,Chester Rogers,C. Rogers,2983209,Chester Rogers,,0,0.00,0,0.00,11,0.38,CLE,CLE,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20220925_LV@TEN,,Josh Gordon,,15705,,,0,0.00,6,0.10,0,0.00,TEN,TEN,31
0,0,,0,,,,,0,0,0,1,0,1,20.0,20,0,20,1,,,,,,,,,,0.0,0,0,0,1,0,0.0,0,0,,0,1,,,,,,,,,,,0.0,0,0,0,1,,,0.0,0.0,0.0,20220813_NO@HOU,,Chad Beebe,C. Beebe,3047968,Chad Beebe,,,,,,,,HOU,HOU,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,22,0,22,1,15,10.5,0,21,,2,4,,,,,,,,,,,,,,,,,,4.1,3.1,2.1,20250817_BUF@CHI,,JP Richardson,,4685183,,,,,,,,,CHI,CHI,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25.0,0,25,,1,1,,,,,,,,,,,,,,,,,,3.5,3.0,2.5,20251116_WSH@MIA,,Jacoby Jones,,5083297,,,0,0.00,11,0.16,7,0.35,WSH,WSH,32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,21.0,0,21,,1,1,,,,,,,,,,,,,,,,,,3.1,2.6,2.1,20220825_GB@KC,,Aaron Parker,A. Parker,4032749,Aaron Parker,,,,,,,,KC,KC,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,,0,2,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20240817_TB@JAX,,Latreal Jones,,5082505,,,,,,,,,TB,TB,30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,13.7,1,96,,7,14,,,,,,,,,,,,,,,,,,22.6,19.1,15.6,20251130_DEN@WSH,,Terry McLaurin,,3121422,,"[{""score"": ""Terry McLaurin 3 Yd pass from Marcus Mariota (Two-Point Pass Conversion Failed)"", ""scorePeriod"": ""OT"", ""homeScore"": ""26"", ""awayScore"": ""27"", ""teamID"": ""32"", ""scoreDetails"": ""11 plays, 65 yards, 4:12"", ""scoreType"": ""TD"", ""scoreTime"": ""2:47"", ""team"": ""WSH"", ""playerIDs"": [""2576980"", ""3121422""]}]",0,0.00,46,0.51,0,0.00,WSH,WSH,32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,12.0,0,12,,,,,,,,,,,,,1.2,1.2,1.2,20250928_CAR@NE,,David Moore,,4212909,,,0,0.00,1,0.01,0,0.00,CAR,CAR,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12.0,0,12,,1,1,,,,,,,,,,,,,,,,,,2.2,1.7,1.2,20220827_TB@IND,,DeMichael Harris,D. Harris,4374496,DeMichael Harris,,,,,,,,IND,IND,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7.0,0,7,,1,2,,,,,,,,,,,,,,,,,,1.7,1.2,0.7,20220827_CHI@CLE,,Chris Finke,C. Finke,3932429,Chris Finke,,,,,,,,CHI,CHI,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,,0,2,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20251127_CIN@BAL,,Devontez Walker,,4696882,,,0,0.00,17,0.28,16,0.59,BAL,BAL,3
0,0,,0,,,,,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20250914_LAR@TEN,,Bryce Oliver,,4362617,,,0,0.00,8,0.12,24,0.77,TEN,TEN,31
,,,,,,,,,,,,,,23.0,23,0,23,1,,,,,,,,,,11.0,21,0,22,2,,,,,,,,,,,,,,,,,,11.0,21,0,22,2,,,0.0,0.0,0.0,20220820_TB@TEN,,Terry Godwin,T. Godwin,3915174,Terry Godwin,,,,,,,,TEN,TEN,31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4.0,0,4,,,,,,,,,,,,,0.4,0.4,0.4,20240817_MIN@CLE,,Ty James,,4575116,,,,,,,,,MIN,MIN,21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,11.8,1,47,,4,7,,,,,,,,,,,,,,,,,,14.7,12.7,10.7,20251130_NO@MIA,,Chris Olave,,4361370,,"[{""score"": ""Chris Olave 17 Yd pass from Tyler Shough (Tyler Shough Run for Two-Point Conversion)"", ""scorePeriod"": ""Q3"", ""homeScore"": ""16"", ""awayScore"": ""8"", ""teamID"": ""23"", ""scoreDetails"": ""10 plays, 65 yards, 4:20"", ""scoreType"": ""TD"", ""scoreTime"": ""10:40"", ""team"": ""NO"", ""playerIDs"": [""4360689"", ""4361370""]}]",0,0.00,63,0.88,0,0.00,NO,NO,23
